hip,hd,proper,bf,bayer,flam,con,ra_deg,dec,mag,ci,spect,dist
87042,161390,"","","","",Sco,266.780385,-38.112164,6.41,-0.02,A0V,149.0313
87044,161833,"","","","",Her,266.78352,17.697014,5.61,0.036,A1V,143.0615
87045,162132,"","","","",Her,266.78349,47.612239,6.47,0.095,A2Vs,116.8224
87072,161592,"",3    Sgr,"",3,Sgr,266.89011000000005,-27.830788,4.53,0.6,F7II,302.1148
87073,161471,"",Iot1Sco,Iot-1,"",Sco,266.89617000000004,-40.126997,2.99,0.509,F3Ia,591.716
87074,161701,"","","","",Ser,266.90325,-14.725824,5.93,0.009,B9V,183.8235
87099,161664,"","","","",Sgr,266.94,-22.477791,6.18,1.446,G3/G5Ib,781.25
87108,161868,"",62Gam Oph,Gam,62,Oph,266.973165,2.707276,3.75,0.043,A0V,31.5159
87150,161941,"","","","",Oph,267.084345,3.804215,6.22,0.135,B9.5V,264.5503
87158,162076,"","","","",Her,267.1032,20.565441,5.69,0.938,G5IV,79.4913
87163,161756,"","","","",Sgr,267.11598000000004,-26.974945,6.31,0.094,B3Vn,371.7472
87174,161420,"","","","",Ara,267.15862500000003,-55.401742,6.09,0.283,A9IV,52.9381
87192,162161,"","","","",Her,267.19947,19.255017,6.13,0.024,A1V,165.5629
87194,162211,"",87    Her,"",87,Her,267.20478,25.622869,5.09,1.141,K2III,64.9773
87212,162579,"",30    Dra,"",30,Dra,267.26793000000004,50.781075,5.02,0.043,A2V,66.5336
87220,161840,"","","","",Sco,267.293655,-31.703203,4.79,-0.028,B8Ib/II,170.6485
87224,162113,"","","","",Oph,267.32934,1.961413,6.44,1.236,K0III,115.6069
87234,163989,"",35    Dra,"",35,Dra,267.362325,76.962881,5.02,0.518,F6IV-Vs,31.7561
87261,161892,Fuyue,"","","",Sco,267.464475,-37.043304,3.19,1.192,K0/K1III,38.5802
87264,161475,"","","","",Pav,267.47088,-61.714704,6.41,-0.049,B9IV,245.7002
87293,164428,"","","","",Dra,267.5421,78.306539,6.25,1.452,K5,261.7801
87294,161912,"",Iot2Sco,Iot-2,"",Sco,267.54630000000003,-40.090435,4.78,0.259,A6Ib,781.25
87308,162555,"","","","",Her,267.59538,29.322143,5.51,1.071,K1III,77.7605
87314,161783,"","","","",Ara,267.6183,-53.612406,5.68,-0.099,B2V + B3V,303.0303
87335,162468,"","","","",Oph,267.68169,11.946548,6.19,1.247,K1III-IV,156.25
87341,162570,"","","","",Her,267.701595,22.31633,6.14,0.242,A9V,93.7207
87379,161917,"","","","",Ara,267.796005,-53.130269,6.09,0.01,B9.5III/IV,156.0062
87390,162189,"","","","",Sco,267.8856,-40.772461,5.94,1.572,M2III,173.3102
87393,161814,"","","","",Pav,267.89779500000003,-60.164056,5.78,1.008,K0III,123.1527
87404,162123,"","","","",Ara,267.935655,-45.600706,6.09,0.949,G6III,258.3979
87427,162734,"","","","",Her,267.993585,15.326372,6.43,0.997,K0III,234.192
87428,162596,"","","","",Oph,267.997695,-1.236806,6.33,1.126,K0,110.8647
87434,163075,"","","","",Her,268.003755,46.643574,6.37,1.06,K0III,108.2251
87445,162989,"","","","",Her,268.01967,39.982089,6.01,1.341,K4III,203.666
87460,162374,"","","","",Sco,268.056915,-34.799196,5.88,-0.111,B6Ib,258.3979
87472,162391,"","","","",Sco,268.08234,-34.416842,5.84,1.129,G8/K0III,242.7184
87491,162774,"","","","",Oph,268.14768000000004,1.305014,5.91,1.573,K5III,112.7396
87495,162714,"","","","",Oph,268.16127,-6.143577,6.18,1.25,G3Ibv SB,100000.0
87516,162496,"","","","",Sco,268.2051,-34.114833,6.05,1.241,K1III,190.1141
87523,162396,"","","","",Sco,268.218975,-41.996522,6.19,0.523,F8V,31.6156
87532,162517,"","","","",Sco,268.24001999999996,-35.624314,6.03,0.342,F2V,63.3312
87540,162757,"","","","",Ser,268.26473999999996,-10.899562,6.17,1.11,K1III:,91.9963
87558,162917,"","","","",Oph,268.30911000000003,6.101424,5.77,0.425,F4IV-V,31.1236
87563,163217,"",90    Her,"",90,Her,268.325115,40.007959,5.17,1.166,K3III,108.4599
87564,161955,"","","","",Pav,268.32585,-65.488601,6.48,1.086,K0/K1III,151.0574
87567,162586,"","","","",Sco,268.33158,-34.730812,6.14,-0.041,B4III,271.7391
87569,162587,"","","","",Sco,268.34779499999996,-34.895125,5.58,1.098,K3III,252.5253
87585,163588,Grumium,32Xi  Dra,Xi,32,Dra,268.38201,56.872643,3.73,1.177,K2III,34.5066
87616,162724,"","","","",Sco,268.47822,-34.752721,6.0,-0.06,B9IV/V,315.4574
87624,162725,"","","","",Sco,268.49223,-34.831053,6.41,0.0,Ap...,261.7801
87655,163151,"","","","",Oph,268.55904000000004,11.130558,6.24,0.474,F5Vn,83.3333
87670,164780,"","","","",Dra,268.611405,75.171307,6.39,0.972,K0,160.5136
87671,162817,"","","","",Sco,268.61301,-34.466722,6.1,0.055,B9.5/A0III,216.9197
87706,162978,"","","","",Sgr,268.72518,-24.887095,6.18,0.001,O7/O8,100000.0
87722,162926,"","","","",Sco,268.783455,-36.475645,6.05,0.074,B9.5III,300.3003
87728,164613,"",34Psi2Dra,Psi-2,34,Dra,268.79643,72.005127,5.43,0.34,F2.5II-III,323.6246
87744,163929,"","","","",Dra,268.848495,55.971394,6.09,0.316,F0IV,56.3698
87747,163506,"",89    Her,"",89,Her,268.85494500000004,26.049991,5.47,0.341,F2Iavar,100000.0
87777,163547,"","","","",Her,268.96171499999997,22.464221,5.62,1.249,K3III,133.3333
87782,163245,"","","","",Sgr,268.97904,-18.802154,6.48,0.056,A1V,98.5222
87808,163770,"",91The Her,The,91,Her,269.06325000000004,37.250539,3.86,1.35,K1IIvar,230.9469
87812,163472,"","","","",Oph,269.076675,0.670355,5.82,0.058,B2IV-V,416.6667
87813,163336,"","","","",Ser,269.079315,-15.812521,5.93,0.024,A0V,73.9645
87822,162521,"","","","",Pav,269.10094499999997,-65.721739,6.36,0.451,F8V,35.6888
87833,164058,Eltanin,33Gam Dra,Gam,33,Dra,269.151555,51.488895,2.24,1.521,K5III,47.3037
87836,163318,"","","","",Sgr,269.174325,-28.065394,5.76,0.207,A7III/IV,51.3084
87846,163145,"","","","",Sco,269.197605,-44.342246,4.85,1.176,K2III,88.8889
87847,163532,"","","","",Oph,269.19894,-4.081823,5.44,1.162,G9III,122.6994
87850,163990,"","","","",Her,269.20218,45.350851,6.22,1.453,M6Sv,296.7359
87865,163234,"","","","",Sco,269.232915,-40.305643,6.46,1.411,K3III,149.925
87866,163641,"","","","",Oph,269.23323,6.48773,6.28,-0.015,B9III,194.1748
87875,163624,"","","","",Oph,269.267985,0.066665,5.95,0.11,A3V,118.4834
87895,163840,"","","","",Her,269.3097,23.995889,6.32,0.642,G2V,28.2486
87910,163772,"","","","",Oph,269.36244,11.044543,6.33,0.13,A1V,114.9425
87926,161988,"","","","",Aps,269.423685,-76.177949,6.08,1.205,K2III,185.8736
87928,163071,"","","","",Ara,269.428065,-56.896252,6.26,-0.066,B4III,900.9009
87933,163993,"",92Xi  Her,Xi,92,Her,269.44116,29.24788,3.7,0.935,K0III,41.9463
87936,163376,"","","","",Sco,269.449185,-41.716295,4.88,1.617,M0III,138.5042
87948,163433,"","","","",Sco,269.490795,-39.136523,6.28,0.007,A0IV/V,126.7427
87998,164136,"",94Nu  Her,Nu,94,Her,269.62561500000004,30.189277,4.41,0.38,F2II,263.8522
88012,163685,"","","","",Sgr,269.66271,-28.759089,5.99,-0.077,B3II/III,555.5556
88020,164280,"","","","",Her,269.67632999999995,36.287797,6.03,0.949,G5III:,113.2503
88030,164429,"","","","",Her,269.71794,45.47622,6.48,-0.064,B9sp...,130.5483
88038,163652,"","","","",Sgr,269.732025,-36.858376,5.74,0.915,G8III,121.8027
88048,163917,"",64Nu  Oph,Nu,64,Oph,269.75662500000004,-9.773632,3.32,0.987,K0III,46.2107
88060,163755,"","","","",Sgr,269.772,-30.253025,5.0,1.654,K5/M0III,310.559
88101,164064,"","","","",Oph,269.90317500000003,-4.821126,5.86,1.561,K5III,171.8213
88116,163955,"",4    Sgr,"",4,Sgr,269.948145,-23.816133,4.74,-0.03,B9V,127.3885
88122,164646,"","","","",Her,269.98419,45.501378,5.69,1.562,M0III,175.4386
88125,164028,"","","","",Sgr,270.000345,-20.339548,6.22,1.405,K0III,281.6901
88127,166865,"",40    Dra,"",40,Dra,270.01416,80.000841,6.11,0.521,K2Vvar,72.6216
88128,164349,"",93    Her,"",93,Her,270.014235,16.750919,4.67,1.254,K0II-III,205.7613
88136,166866,"",41    Dra,"",41,Dra,270.03789,80.004095,5.74,0.516,K2Vvar,63.5324
88148,164258,"","","","",Oph,270.06531,0.629483,6.36,0.16,A3spe...,135.318
88149,164284,"",66    Oph,"",66,Oph,270.06582,4.368615,4.79,-0.1,B2Ve,199.6008
88172,164447,"","","","",Her,270.115245,19.505786,6.42,-0.054,B8Vn,346.0208
88175,164259,"",57Zet Ser,Zet,57,Ser,270.12086999999997,-3.690269,4.62,0.39,F3V,23.5516
88190,164614,"","","","",Her,270.15155999999996,33.213682,6.01,1.516,K6III,256.4103
88192,164353,"",67    Oph,"",67,Oph,270.16130999999996,2.931568,3.93,0.029,B5Ib,377.3585
88213,164432,"","","","",Oph,270.22024500000003,6.268294,6.36,-0.104,B2IV,480.7692
88217,164507,"","","","",Her,270.238635,15.09355,6.28,0.747,G5IV,44.5633
88258,164358,"",6    Sgr,"",6,Sgr,270.34633499999995,-17.156868,6.27,1.763,K2III,806.4516
88267,164668,"",95    Her,"",95,Her,270.37669500000004,21.595782,4.26,0.406,G5,127.8772
88274,159517,"","","","",Oct,270.39252,-85.214828,6.45,0.437,F4V,67.5676
88277,164824,"","","","",Her,270.399585,33.311266,6.18,1.549,K5III,431.0345
88290,164577,"",68    Oph,"",68,Oph,270.43833,1.305076,4.42,0.046,A2Vn,89.6861
88294,164245,"","","","",Sgr,270.45124500000003,-36.377864,6.3,-0.016,B7/B8II/III,202.0202
88298,164402,"","","","",Sgr,270.47658,-22.780298,5.72,-0.03,B0Iab...,100000.0
88331,164852,"",96    Her,"",96,Her,270.59604,20.833632,5.25,-0.1,B3IV,288.1844
88346,164900,"",97    Her,"",97,Her,270.625635,22.92323,6.22,-0.092,B3Vn,233.6449
88380,164584,"",7    Sgr,"",7,Sgr,270.712905,-24.282468,5.37,0.495,F2/F3II/III,331.1258
88404,164764,"",69Tau Oph,Tau,69,Oph,270.77050499999996,-8.180349,4.77,0.41,F5V+...,51.3347
88415,165358,"","","","",Her,270.78702000000004,48.464269,6.26,0.037,A2V,164.7446
88429,165029,"","","","",Her,270.810675,19.613157,6.41,0.017,A0V,116.8224
88469,164794,"",9    Sgr,"",9,Sgr,270.96852,-24.36073,5.89,0.031,O6,100000.0
88522,165174,"","","","",Oph,271.15566,1.918992,6.14,-0.056,B0IIIn,100000.0
88528,165373,"","","","",Her,271.16754000000003,23.941999,6.34,0.306,F0IV-V,61.5764
88550,164870,"","","","",Sgr,271.20993,-35.901442,5.98,1.16,K2III,105.5966
88565,165645,"","","","",Her,271.25334000000004,41.94629,6.38,0.287,F0V,54.7046
88567,164975,"",Gam1Sgr,Gam-1,"",Sgr,271.25511,-29.580087,4.66,0.774,G0Ib/II,266.6667
88599,162337,"","","","",Aps,271.36150499999997,-81.486568,6.37,1.528,K3/K4III,251.8892
88601,165341,"",70    Oph,"",70,Oph,271.363695,2.500099,4.03,0.86,K0V SB,5.0834
88604,165524,"","","","",Her,271.375575,21.646624,6.18,1.241,K3III:,145.3488
88635,165135,Alnasl,10Gam2Sgr,Gam-2,10,Sgr,271.452045,-30.424091,2.98,0.981,K0III,29.7
88636,165683,"","","","",Her,271.45671000000004,32.230674,5.72,1.179,K0III,212.3142
88657,165625,"",98    Her,"",98,Her,271.50792,22.218879,4.96,1.656,M3IIIa+...,226.2443
88670,165402,"","","","",Ser,271.530825,-8.323956,5.84,0.184,B8III-IV,158.7302
88671,165462,"","","","",Ser,271.53094500000003,-0.446128,6.32,1.014,G8IIp,215.0538
88675,164896,"","","","",Ara,271.5384,-51.743905,6.46,0.172,A2III,826.4463
88684,165438,"","","","",Ser,271.563315,-4.751252,5.74,0.968,K1IV,36.7647
88694,165185,"","","","",Sgr,271.598775,-36.019788,5.94,0.615,G3V,17.5531
88714,165024,"",The Ara,The,"",Ara,271.6578,-50.091477,3.65,-0.101,B2Ib,249.3766
88726,165189,"","","","",CrA,271.70787,-43.425216,4.92,0.255,A5V,41.841
88732,166207,"","","","",Dra,271.72281000000004,50.822823,6.31,1.051,K0III,127.7139
88745,165908,"",99    Her,"",99,Her,271.756455,30.56214,5.05,0.528,F7V,15.6421
88754,166228,"","","","",Her,271.77622499999995,49.710441,6.32,-0.02,A2V,221.2389
88760,165516,"","","","",Sgr,271.7973,-21.443938,6.22,0.102,B1/B2Ib,719.4245
88765,165760,"",71    Oph,"",71,Oph,271.826505,8.733867,4.64,0.951,G8III-IV,83.612
88771,165777,"",72    Oph,"",72,Oph,271.83744,9.563847,3.71,0.159,A4IVs,26.6312
88788,166208,"","","","",Her,271.86975,43.461891,5.0,0.913,G8III...,125.6281
88794,166014,"",103Omi Her,Omi,103,Her,271.88562,28.762488,3.84,-0.018,B9.5V,103.6269
88815,164871,"","","","",Pav,271.95154499999995,-64.550177,6.4,1.266,K2/K3III,152.6718
88816,165687,"","","","",Sgr,271.95142500000003,-17.154159,5.52,1.132,K0III,77.101
88817,166046,"",100    Her,"",100,Her,271.956255,26.09734,5.79,0.127,A3V,38.5802
88818,166045,"",100    Her,"",100,Her,271.95651000000004,26.10128,5.83,0.158,A3V,49.6032
88836,166229,"","","","",Her,272.009385,36.401264,5.49,1.161,K2III,63.6132
88839,165634,"","","","",Sgr,272.02074,-28.457093,4.55,0.938,K0IIICNpvar,103.9501
88859,165493,"","","","",Ara,272.125455,-45.767015,6.13,-0.082,B7/B8II,271.7391
88862,166095,"","","","",Oph,272.14056,14.284716,6.34,0.181,A5m,156.4945
88866,165040,"",Pi  Pav,Pi,"",Pav,272.145,-63.668553,4.33,0.228,Am,39.8565
88876,165784,"","","","",Sgr,272.16078,-21.449562,6.42,0.755,A2/A3Iab,444.4444
88886,166182,"",102    Her,"",102,Her,272.18955,20.814557,4.37,-0.164,B2IV,280.8989
88899,166230,"",101    Her,"",101,Her,272.22027,20.045233,5.1,0.176,A8III,100.8065
88929,166411,"","","","",Her,272.2926,30.469531,6.36,1.194,K1III:,123.4568
88964,166233,"",73    Oph,"",73,Oph,272.39122499999996,3.993276,5.71,0.363,F2V,54.7945
88972,166620,"","","","",Her,272.40612,38.457777,6.38,0.876,K2V,11.0241
88981,166103,"","","","",Ser,272.43075,-13.934435,6.38,1.428,K1II,253.1646
89000,166285,"","","","",Oph,272.47506,3.119827,5.67,0.49,F5V,46.9263
89006,165497,"","","","",Pav,272.489895,-59.040182,6.38,1.553,K4III,200.0
89008,166640,"","","","",Her,272.495805,36.466284,5.57,0.915,G8III,120.7729
89010,165978,"","","","",Sgr,272.49984,-32.719635,6.39,1.025,K0III,107.7586
89020,166023,"","","","",Sgr,272.524215,-30.728666,5.53,0.979,K1III + (F),137.741
89023,166479,"","","","",Her,272.53636500000005,16.47659,6.09,0.574,B9V+...,263.8522
89042,165499,"",Iot Pav,Iot,"",Pav,272.60922,-62.002197,5.47,0.592,G0V,17.6118
89047,167042,"","","","",Dra,272.63164500000005,54.286552,5.97,0.943,K1III,50.226
89065,166460,"","","","",Oph,272.667915,3.324256,5.5,1.204,K2III,123.6094
89086,166197,"","","","",Sgr,272.730615,-33.80007,6.13,-0.137,B2II/III,100000.0
89096,166006,"","","","",Tel,272.76835500000004,-47.513121,6.07,1.193,K1III-IV,173.913
89099,166114,"","","","",CrA,272.77314,-41.359113,5.86,0.295,F0Vn,82.713
89104,167387,"","","","",Dra,272.77983,60.409532,6.5,-0.002,A1Vnn,150.8296
89112,166063,"",Eps Tel,Eps,"",Tel,272.807355,-45.954418,4.52,1.009,G5III,128.2051
89114,166393,"","","","",Sgr,272.8116,-19.841958,6.33,0.158,A2V,101.5228
89115,164712,"","","","",Aps,272.81570999999997,-75.89151,5.86,1.253,K3III,75.3012
89153,166464,"",11    Sgr,"",1,Sgr,272.93055,-23.701235,4.96,1.055,K0III,78.4929
89156,166988,"","","","",Her,272.93798999999996,33.447057,5.98,0.045,A3V,237.5297
89172,167006,"",104    Her,"",104,Her,272.975655,31.40535,4.96,1.643,M3III,166.9449
89234,165259,"","","","",Aps,273.14223000000004,-73.672417,5.86,0.464,F5V,42.1408
89246,167304,"","","","",Her,273.17757,41.14684,6.36,1.038,K0III,164.7446
89279,167370,"","","","",Her,273.270075,38.773493,6.04,-0.057,B9IIIn,203.252
89290,166596,"","","","",CrA,273.30291,-41.336111,5.47,-0.155,B2.5III,357.1429
89298,167193,"","","","",Her,273.31901999999997,21.880332,6.14,1.472,K4III,377.3585
89341,166937,Polis,13Mu  Sgr,Mu,13,Sgr,273.44088,-21.058834,3.84,0.195,B2III:,100000.0
89347,167162,"","","","",Oph,273.46758,2.393465,6.43,1.545,K2,286.533
89348,168151,"",36    Dra,"",36,Dra,273.473175,64.397287,4.99,0.44,F5V,22.92
89369,167036,"",14    Sgr,"",14,Sgr,273.56624999999997,-21.713164,5.49,1.528,K2III,138.8889
89370,166251,"","","","",Pav,273.56808,-63.689682,6.47,1.414,K4III,167.7852
89439,167264,"",15    Sgr,"",15,Sgr,273.80377500000003,-20.72827,5.29,0.007,B0/1Ia/ab,100000.0
89440,167263,"",16    Sgr,"",16,Sgr,273.804045,-20.387974,5.96,-0.023,B0.5Ib/II,100000.0
89448,168653,"",37    Dra,"",37,Dra,273.82108500000004,68.75581,5.96,1.055,K1III:,84.674
89470,167356,"","","","",Sgr,273.87818999999996,-18.661577,6.05,0.165,Ap Si,436.6812
89474,168009,"","","","",Lyr,273.885345,45.209318,6.3,0.641,G2V,22.8206
89482,167965,"","","","",Lyr,273.91158,42.159345,5.56,-0.111,B7IV,181.4882
89487,166599,"","","","",Pav,273.91933500000005,-63.055366,5.58,0.944,K0III/IV,90.3342
89507,167096,"","","","",CrA,273.972645,-44.206461,5.45,0.962,G8/K0III,92.081
89512,167564,"","","","",Ser,273.99138,-3.617992,6.35,0.201,A4V,134.7709
89527,167654,"","","","",Oph,274.02321,2.377517,6.1,1.55,M4III,236.9668
89587,167768,"","","","",Ser,274.22125500000004,-3.007401,5.99,0.89,G3III,103.4126
89597,167257,"","","","",Tel,274.253835,-51.068271,6.06,-0.046,B9V,121.8027
89604,168322,"","","","",Lyr,274.278525,40.936727,6.12,0.977,G9III,122.6994
89605,167128,"","","","",Tel,274.28139,-56.023351,5.36,-0.05,B3IIIpe,233.1002
89609,167720,"","","","",Sgr,274.298445,-17.373886,5.81,1.569,K2III,299.4012
89620,167665,"","","","",Sgr,274.34892,-28.288975,6.36,0.536,F8V,30.4878
89622,167666,"","","","",Sgr,274.35035999999997,-28.652065,6.18,0.184,A5V,172.117
89623,167833,"","","","",Ser,274.35067499999997,-9.758578,6.29,0.382,A8V,132.626
89637,167647,"","","","",Sgr,274.40103,-34.107258,6.03,-0.096,B3/B4IV/V,341.2969
89642,167618,"",Eta Sgr,Eta,"",Sgr,274.406895,-36.761686,3.1,1.582,M2III,44.7427
89674,166841,"","","","",Pav,274.50399,-68.229257,6.32,-0.026,B9V,186.9159
89677,168199,"","","","",Oph,274.512255,13.777038,6.29,-0.04,B5V,469.4836
89678,167818,"","","","",Sgr,274.51329,-27.042641,4.66,1.629,K3III,233.6449
89684,168270,"","","","",Her,274.532145,18.131691,6.24,-0.004,B9V,202.4291
89683,168323,"","","","",Her,274.53220500000003,23.296907,6.45,1.698,K5,497.5124
89726,167756,"","","","",CrA,274.667325,-42.288399,6.3,-0.144,B0.5Ia,100000.0
89772,168387,"","","","",Oph,274.78974,7.259767,5.41,1.084,K2III,46.7946
89773,168532,"",105    Her,"",105,Her,274.794495,24.446059,5.3,1.508,K4II SB,298.5075
89805,167425,"","","","",Pav,274.91709,-63.886562,6.17,0.584,F9V,23.0468
89826,168775,"",1Kap Lyr,Kap,1,Lyr,274.965465,36.064547,4.33,1.162,K2IIIvar,77.1605
89827,168694,"","","","",Her,274.96696499999996,29.666392,6.01,1.319,K4III,183.1502
89835,169028,"","","","",Dra,274.98364499999997,51.347823,6.3,1.112,K1III:,121.5067
89851,168415,"","","","",Ser,275.036625,-15.831697,5.39,1.473,K3III,159.7444
89861,168720,"",106    Her,"",106,Her,275.074635,21.961297,4.92,1.594,M1III,120.1923
89908,170000,"",43Phi Dra,Phi,43,Dra,275.189325,71.337814,4.22,-0.093,A0p (Si),92.8505
89918,168656,"",74    Oph,"",74,Oph,275.216925,3.377165,4.85,0.911,G8III,79.8722
89920,168357,"","","","",CrA,275.229945,-37.487648,6.46,1.315,K2II,490.1961
89925,168913,"",108    Her,"",108,Her,275.23737,29.858925,5.61,0.231,A5m,56.1798
89931,168454,Kaus Media,19Del Sgr,Del,19,Sgr,275.24850000000004,-29.828103,2.72,1.38,K3III,106.6098
89935,168914,"",107    Her,"",107,Her,275.254245,28.869954,5.12,0.212,A7V,80.6452
89937,170153,"",44Chi Dra,Chi,44,Dra,275.26104000000004,72.732843,3.55,0.489,F7Vvar,8.0574
89943,169221,"","","","",Dra,275.279775,49.725466,6.39,1.086,K1III,170.9402
89962,168723,"",58Eta Ser,Eta,58,Ser,275.32750500000003,-2.898825,3.23,0.941,K0III-IV,18.5426
89968,168608,"","","","",Sgr,275.345775,-18.859999,5.76,0.67,F8II,378.7879
89977,168797,"","","","",Ser,275.368335,5.435726,6.14,-0.048,B3Ve,324.6753
89980,168574,"","","","",Sgr,275.380695,-24.915276,6.19,1.823,M3III,326.7974
89981,169305,"","","","",Dra,275.386125,49.121593,5.02,1.619,M2III,198.8072
90012,168646,"","","","",Sgr,275.50057499999997,-28.429962,6.15,0.264,A3III,165.0165
90023,169110,"","","","",Her,275.536245,23.285176,5.41,1.633,K5III,199.6008
90037,168592,"","","","",CrA,275.57742,-38.656894,5.09,1.498,K4/K5III,148.5884
90052,169111,"","","","",Oph,275.647155,12.02968,5.99,0.056,A2V,134.7709
90067,169191,"","","","",Her,275.70432,17.826616,5.25,1.25,K3III,111.2347
90074,168733,"","","","",Sgr,275.72114999999997,-36.669556,5.33,-0.121,B7Ib/II,170.6485
90083,169009,"","","","",Sct,275.758785,-10.218983,6.32,0.13,B9.5V,102.5641
90086,169223,"","","","",Her,275.762205,16.688,6.22,1.216,K0,116.4144
90096,169033,"","","","",Sct,275.80068,-12.014755,5.71,0.006,B5V,188.6792
90098,168339,"",Xi  Pav,Xi,"",Pav,275.806755,-61.493901,4.35,1.462,M1III SB,143.6782
90124,168838,"","","","",Sgr,275.8701,-36.237987,5.52,1.015,K0III,87.8735
90133,167468,"",Phi Oct,Phi,"",Oct,275.90184,-75.044277,5.47,0.043,A0V,59.4884
90135,169156,"",Zet Sct,Zet,"",Sct,275.914935,-8.934383,4.66,0.932,K0III,63.3714
90139,169414,"",109    Her,"",109,Her,275.924505,21.769752,3.85,1.168,K2III,36.4697
90146,169885,"","","","",Dra,275.94987,53.300837,6.35,0.168,A3m,101.1122
90156,170073,"",39    Dra,"",39,Dra,275.977605,58.800736,4.98,0.082,A3V,56.4653
90163,169646,"","","","",Lyr,275.98866,38.73921,6.41,1.429,K2,287.3563
90174,169268,"","","","",Ser,276.014955,-3.583157,6.36,0.351,F6III-IV,61.9195
90182,172864,"","","","",Dra,276.038295,83.1754,6.16,0.051,A2V,150.3759
90185,169022,Kaus Australis,20Eps Sgr,Eps,20,Sgr,276.04302,-34.384616,1.79,-0.031,B9.5III,43.9367
90191,169702,"",2Mu  Lyr,Mu,2,Lyr,276.05745,39.507239,5.11,0.047,A3IVn,134.5895
90200,168905,"","","","",CrA,276.076005,-44.110256,5.24,-0.163,B2.5Vn,149.4768
90223,168871,"","","","",Tel,276.13803,-49.652879,6.45,0.593,G2V,28.2805
90238,169370,"","","","",Sct,276.17553,-7.075936,6.28,1.161,K0,95.057
90253,169493,"","","","",Ser,276.238365,-1.579413,6.15,0.381,F1V,133.5113
90256,169718,"","","","",Her,276.243585,27.394783,6.27,0.053,A2Vn,117.5088
90260,169233,"",18    Sgr,"",18,Sgr,276.25599,-30.75657,5.58,1.138,K0III,196.0784
90289,169420,"",21    Sgr,"",21,Sgr,276.337665,-20.541679,4.81,1.31,A1/A2V,125.7862
90290,169236,"","","","",Sgr,276.34032,-35.992025,6.14,1.006,K0III,118.2033
90304,168740,"","","","",Pav,276.381795,-63.021534,6.13,0.202,A3V,71.1744
90313,169689,"","","","",Oph,276.41166000000004,8.032006,5.64,0.884,G8III-IV+..,241.5459
90336,169398,"","","","",Sgr,276.477525,-33.945718,6.3,-0.075,B7III,272.4796
90337,169820,"","","","",Her,276.48012,14.966232,6.37,-0.037,B9V,117.9245
90342,169981,"","","","",Her,276.49494,29.82893,5.81,0.068,A2IV,124.2236
90344,170693,Fafnir,42    Dra,"",42,Dra,276.496035,65.56348,4.82,1.179,K2III,96.5251
90398,170111,"","","","",Her,276.67053,26.449216,6.5,-0.107,B3V,321.5434
90414,169405,"","","","",Tel,276.72504000000004,-48.117243,5.44,0.855,K0/K1III+..,152.6718
90422,169467,"",Alp Tel,Alp,"",Tel,276.74341499999997,-45.968459,3.49,-0.179,B3IV,85.1789
90437,169913,"","","","",Sct,276.786945,-8.040406,6.5,1.054,K0,96.8992
90441,169985,"",59    Ser,"",59,Ser,276.802125,0.196108,5.2,0.487,G0III+...,143.8849
90476,170811,"","","","",Dra,276.9255,59.549112,6.43,0.979,K0IV,122.1001
90478,169851,"","","","",Sgr,276.93231000000003,-26.634845,6.31,0.263,A7V,78.125
90485,169830,"","","","",Sgr,276.956175,-29.816865,5.9,0.517,F8V,36.6032
90487,170137,"","","","",Oph,276.95967,3.74857,6.07,1.61,K3III,362.3188
90494,169990,"","","","",Sgr,276.985335,-17.800357,6.19,0.003,B8III/IV,185.8736
90496,169916,Kaus Borealis,22Lam Sgr,Lam,22,Sgr,276.992685,-25.4217,2.82,1.025,K1IIIb,23.9693
90497,170200,"","","","",Ser,276.99489,6.194104,5.71,-0.034,B8III-IV,216.9197
90510,169938,"","","","",Sgr,277.0257,-26.757245,6.28,0.157,A3/A4V,80.3859
90509,165338,"","","","",Oct,277.02648,-84.387256,6.49,-0.035,B8/B9V,213.2196
90541,169853,"","","","",CrA,277.11297,-38.995671,5.63,0.14,A2m...,126.1034
90568,169767,"",Zet Tel,Zet,"",Tel,277.207575,-49.070588,4.1,0.995,G8/K0III,38.6997
90595,170296,"",Gam Sct,Gam,"",Sct,277.29939,-14.565813,4.67,0.076,A1IV/V,97.9432
90597,169943,"","","","",CrA,277.303635,-43.845939,6.36,0.904,G8III,132.2751
90606,167714,"","","","",Oct,277.33336499999996,-80.232708,5.95,1.173,K2III,119.0476
90637,170650,"","","","",Her,277.398795,23.866202,5.87,-0.096,B6IV,375.9398
90642,170474,"",60    Ser,"",60,Ser,277.42075500000004,-1.985308,5.38,0.961,K0III,70.4225
90647,172340,"","","","",Dra,277.43734500000005,77.547068,5.65,1.192,K4III,125.3133
90651,170397,"","","","",Sct,277.44482999999997,-14.581987,6.02,0.006,Ap,104.8218
90662,170069,"","","","",Tel,277.483065,-47.220546,5.69,1.258,K2III,198.0198
90664,169836,"","","","",Pav,277.48629,-57.523143,5.74,0.987,K0III,97.561
90687,170433,"","","","",Sgr,277.54942500000004,-18.728794,5.63,1.057,K0III,90.1713
90692,170547,"","","","",Sct,277.559565,-5.724169,6.27,0.953,G8II-III,140.4494
90729,170829,"","","","",Her,277.67355,20.815046,6.49,0.795,G8IV,34.5781
90759,170384,"","","","",CrA,277.76229,-41.913834,6.02,0.138,A3V,67.8426
